,BSpace Course Name,BSpace Course Id,QuizName,﻿QuizId,QuizAttemptNumber,QuestionId,Question,QuestionType,InputUserAnswer,Score,NetId,Comment left on User Response,AnswerKey,isQuery,Database,full_score,feedback
7483,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,734","For every date listed in the tracked_played table, show the artist&#39;s name, the artist id, the number of users that listened to the artist, and the total amount of time users listened to the artist. Assume that each track is played fully.",Long Answer Question,"SELECT DATE(played_on) AS date_played, A.artist_id, A.artist_name, 
COUNT(DISTINCT user_id) AS users, SUM(T.time) AS total_time FROM tracks_played P
JOIN artist A ON P.artist_id = A.artist_id
JOIN track T ON P.track_id = T.track_id AND P.album_id = T.album_id AND P.artist_id = T.artist_id
GROUP BY date_played, A.artist_id ORDER BY date_played, A.artist_id;",1.0,ky2449,,"SELECT DATE(played_on) AS date_played, A.artist_id, A.artist_name
&#160; &#160; &#160; &#160; , COUNT(DISTINCT user_id) AS users
&#160; &#160; &#160; &#160; , SUM(T.time) AS total_time
&#160; &#160; &#160; &#160; , COUNT(*) AS total_tracks
FROM tracks_played P
&#160; &#160; JOIN artist A ON P.artist_id = A.artist_id
&#160; &#160; JOIN track T ON P.track_id = T.track_id AND P.album_id = T.album_id AND P.artist_id = T.artist_id
GROUP BY date_played, A.artist_id
ORDER BY date_played, A.artist_id;",True,music,1.0,
7484,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,733","For every user, show the total tracks they played and the total amount of time they listened. Assume that each track is played fully. List also the users that have not played any track",Long Answer Question,"SELECT U.user_id, COUNT(T.track_id) AS tracks_played, SUM(T.time) AS total_time FROM users U
LEFT JOIN tracks_played P ON U.user_id = P.user_id
LEFT JOIN track T ON T.artist_id = P.artist_id AND T.album_id = P.album_id AND T.track_id = P.track_id
GROUP BY U.user_id ORDER BY U.user_id;

10 users in total; users 6 and 9 have not played any track.",1.0,ky2449,,"SELECT U.user_id, COUNT(T.track_id) AS tracks_played, SUM(T.time) AS total_time
FROM users U
&#160; &#160; LEFT JOIN tracks_played P ON U.user_id = P.user_id
&#160; &#160; LEFT JOIN track T ON T.artist_id = P.artist_id AND T.album_id = P.album_id AND T.track_id = P.track_id
GROUP BY U.user_id
ORDER BY U.user_id

20% off if there is no left join and users 6 and 9 are missing
10% off if there is a left join, but the tracks_played for users 6 and 9 is listed as 1 instead of 0 (ie. they used COUNT(*) instead of COUNT(T.track_id)",True,music,1.0,
7485,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,732","List the IDs of the albums, where the total album length (across all the album&#39;s tracks) is longer than 60 minutes.",Long Answer Question,"SELECT album_id, SUM(time) AS total_time FROM track GROUP BY artist_id, album_id 
HAVING SUM(time) > 60;",1.0,ky2449,,"SELECT artist_id, album_id, SUM(time) AS total_time
FROM&#160;track
GROUP&#160;BY&#160;artist_id,&#160;album_id
HAVING&#160;SUM(time)&#160;&gt;&#160;60",True,music,1.0,
7486,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,731","For each album, count the number of tracks for that album and the total length of all the tracks in the album. You only need to show the primary key of the album, not its name.",Long Answer Question,"SELECT album_id, COUNT(track_id) AS cnt_tracks, SUM(time) AS total_time
FROM track GROUP BY artist_id, album_id;",1.0,ky2449,,"SELECT artist_id, album_id, COUNT(track_id) AS cnt_tracks, SUM(time) AS total_time
FROM track
GROUP BY artist_id, album_id",True,music,1.0,
7487,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,730","For each artist, count the number of albums in the database. You only need to show the id of the artist, not the name of the artist.",Long Answer Question,"SELECT artist_id, COUNT(album_id) as cnt_albums FROM album GROUP BY artist_id;
",1.0,ky2449,,"SELECT artist_id, COUNT(album_id) AS cnt_albums
FROM album
GROUP BY artist_id",True,music,1.0,
7488,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,729",Show the average and standard deviation of the track length,Long Answer Question,"SELECT AVG(time) as avg_time, stddev(time) as std_time FROM track;
",1.0,ky2449,,"SELECT AVG(time) AS avg_time, STDDEV(time) AS std_time&#160;
FROM&#160;track",True,music,1.0,
7489,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,728",Count the number of tracks in the database,Long Answer Question,"SELECT COUNT(track_id) FROM track;
",1.0,ky2449,,"SELECT COUNT(*) AS cnt
FROM&#160;track",True,music,1.0,
7490,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,727","Count the number of artists in the database
",Long Answer Question,"SELECT COUNT(artist_id) FROM artist;
",1.0,ky2449,,"SELECT COUNT(*) AS cnt
FROM&#160;artist",True,music,1.0,
7491,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,726",List the first and last names of the users that have not listened to any tracks.,Long Answer Question,"SELECT U.first_name, U. last_name FROM users U 
LEFT JOIN tracks_played P ON U.user_id = P.user_id
WHERE P.user_id IS NULL;",1.0,ky2449,,"SELECT U.first_name, U.last_name
FROM users U&#160;
&#160; &#160; LEFT JOIN tracks_played P ON U.user_id = P.user_id&#160;
WHERE P.user_id IS NULL",True,music,1.0,
7492,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,725","The table tracks_played contains the tracks the users listened to and the time they listened to the songs. For every track listed in the tracks_played table, show the user&#39;s first and last name, the user id, the album name, the track name, and the date/time it was played.",Long Answer Question,"SELECT U.user_id, U.first_name, U.last_name, A.album_name, T.track_name, P.played_on
FROM tracks_played P JOIN users U ON U.user_id = P.user_id
JOIN track T ON P.artist_id = T.artist_id AND P.album_id = T.album_id AND P.track_id = T.track_id
JOIN album A ON P.artist_id = A.artist_id AND P.album_id = A.album_id
ORDER BY user_id, played_on;",1.0,ky2449,,"SELECT U.user_id, U.first_name, U.last_name, A.album_name, T.track_name, P.played_on
FROM tracks_played P&#160;
&#160; &#160; JOIN users U ON U.user_id = P.user_id
&#160; &#160; JOIN track T ON P.artist_id = T.artist_id AND P.album_id = T.album_id AND P.track_id = T.track_id
&#160; &#160; JOIN album A ON P.artist_id = A.artist_id AND P.album_id = A.album_id
ORDER BY user_id, played_on",True,music,1.0,
7493,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,723","List all the tracks by the artist The Stone Roses and rank them by time length, from shortest to longest",Long Answer Question,"SELECT T. * FROM track T
JOIN artist R ON T.artist_id = R.artist_id WHERE R.artist_name = 'The Stone Roses'
ORDER BY T.time;",1.0,ky2449,,"
SELECT&#160;T.*
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
WHERE&#160;R.artist_name&#160;=&#160;&#39;The&#160;Stone&#160;Roses&#39;
ORDER&#160;BY&#160;T.time
",True,music,1.0,
7494,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,721","List all the track names, the corresponding album name, and the corresponding artist name",Long Answer Question,"SELECT track_name, artist_name, album_name FROM track T JOIN artist R ON T.artist_id = R.artist_id
JOIN album A ON A.album_id = T.album_id AND A.artist_id = T.artist_id;",1.0,ky2449,,"SELECT&#160;track_name,&#160;artist_name,&#160;album_name
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
&#160;&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.album_id&#160;=&#160;T.album_id&#160;AND&#160;A.artist_id&#160;=&#160;T.artist_id",True,music,1.0,
7495,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,720",List the tracks for the album&#160;Second Coming,Long Answer Question,"select track_id, track_name, artist_id, album_id, time from track where album_id = 1 AND artist_id = 5;

or w/ join:

SELECT T.* FROM track T JOIN album A ON A.artist_id = T.artist_id AND A.album_id = T.album_id WHERE A.album_name = 'Second Coming';",1.0,ky2449,,"SELECT&#160;T.*
FROM&#160;track&#160;T&#160;
&#160; &#160; &#160;JOIN album A ON A.artist_id = T.artist_id AND A.album_id = T.album_id
WHERE&#160;A.album_name&#160;=&#160;&#39;Second&#160;Coming&#39;",True,music,1.0,
7497,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,680","Find all the tracks that include the word &quot;Love&quot; anywhere in the title. It is fine to include tracks where love is part of a bigger word (e.g., lovebird).",Long Answer Question,"SELECT track_name FROM track WHERE track_name LIKE '%Love%';
",1.0,ky2449,,"SELECT&#160;*
FROM&#160;track
WHERE track_name LIKE &#39;%love%&#39;&#160;",True,music,1.0,
7498,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,679","List all the tracts for the artists with ids 1, 3, and 5. Show two variations of the query:&#160; one using the OR Boolean condition and one using the IN operation.",Long Answer Question,"using OR:

SELECT * FROM track WHERE artist_id = 1 OR artist_id = 3 OR artist_id = 5;

SELECT track_name FROM track WHERE artist_id = 1 OR artist_id = 3 OR artist_id = 5;


using IN:

SELECT track_name FROM track WHERE artist_id IN (1, 3, 5);

",1.0,ky2449,,"
SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;=&#160;1&#160;OR&#160;artist_id&#160;=&#160;3&#160;OR&#160;artist_id&#160;=&#160;5



SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;IN&#160;(1,3,5)


",True,music,1.0,
7499,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,678","Find all albums with a title that begins with a character greater than E (not inclusive of albums that start with E) but less than S (again, not inclusive of albums that start with S).",Long Answer Question,"SELECT album_name FROM album WHERE album_name > 'E' AND album_name < 'S' AND NOT album_name LIKE 'E%';
",1.0,ky2449,,"SELECT&#160;*
FROM&#160;album
WHERE&#160;album_name&#160;&gt;=&#160;&#39;F&#39;&#160;AND&#160;&#160;album_name&#160;&lt;&#160;&#39;S&#39;",True,music,1.0,
7500,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,677",Find the tracks with names that are earlier alphabetically than (is less than) M. Note that inequality queries can be used with text and not only with numbers.,Long Answer Question,"SELECT track_name FROM track WHERE track_name < 'M';
",1.0,ky2449,,"SELECT&#160;*
FROM&#160;track
WHERE&#160;track_name&#160;&lt;&#160;&#39;M&#39;",True,music,1.0,
7501,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,676","Find the tracks for the artist with id 3, from the artist&#39;s album with id 2.",Long Answer Question,"SELECT * FROM track WHERE album_id = 2 AND artist_id = 3;

or

SELECT track_name FROM track WHERE album_id = 2 AND artist_id = 3;
",1.0,ky2449,,"
SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;=3&#160;and&#160;album_id&#160;=2&#160;
",True,music,1.0,
7502,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,675","Using the id of Rolling Stones from Question C.2, list all the albums of The Rolling Stones.",Long Answer Question,"SELECT * FROM album WHERE artist_id= 4;

Exile On Main Street",1.0,ky2449,,"SELECT&#160;*
FROM&#160;album
WHERE&#160;artist_id&#160;=&#160;4",True,music,1.0,
7503,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,674",Show the entry for the artist named The Rolling Stones.,Long Answer Question,"SELECT * FROM artist WHERE artist_name = 'The Rolling Stones';
",1.0,ky2449,,"SELECT&#160;*
FROM&#160;artist
WHERE&#160;artist_name&#160;=&#160;&#39;The&#160;Rolling&#160;Stones&#39;",True,music,1.0,
7504,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,673",Show the entry for the artist with id equal to 5.,Long Answer Question,"SELECT * FROM artist WHERE artist_id = 5;
",1.0,ky2449,,"SELECT&#160;*
FROM&#160;artist
WHERE&#160;artist_id&#160;=&#160;5",True,music,1.0,
7505,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,651",List the ten shortest tracks in terms of playing time.,Long Answer Question,"SELECT track_id, track_name, artist_id, album_id, time FROM track ORDER BY time ASC LIMIT 10;
",1.0,ky2449,,"SELECT&#160;*
FROM&#160;track
ORDER&#160;BY&#160;time
LIMIT&#160;10",True,music,1.0,
7506,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,650","Show all the album names and the corresponding artist id, but do not show the album_id. Rename the album_name attribute to album_title.",Long Answer Question,"SELECT artist_id, album_name AS album_title FROM album;",1.0,ky2449,,"SELECT&#160;artist_id,&#160;album_name&#160;AS&#160;album_title
FROM&#160;album",True,music,1.0,
7507,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,649","List all the names of the artists, without the artist ids, sorted alphabetically.",Long Answer Question,SELECT artist_name FROM artist ORDER BY artist_name ASC;,1.0,ky2449,,"SELECT&#160;artist_name
FROM&#160;artist
ORDER&#160;BY&#160;artist_name",True,music,1.0,
7508,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,648",Show all the tracks.,Long Answer Question,"select track_name from track;

to get the hint output use:

select track_id, track_id as track_name,  track_name as artist_id, artist_id as album_id, album_id as time, time as "" "" from track;",1.0,ky2449,,"SELECT&#160;*&#160;
FROM&#160;track",True,music,1.0,
7509,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,647",Show all the albums.,Long Answer Question,select album_name from album;,1.0,ky2449,,"SELECT&#160;*&#160;
FROM&#160;album",True,music,1.0,
7510,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,646",Show all the artists.,Long Answer Question,select artist_name from artist;,1.0,ky2449,,"SELECT&#160;*&#160;
FROM&#160;artist",True,music,1.0,
7546,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 5: Advanced Queries,"301,301",1,"5,119,791","Find the eligible names that appear only for female actors but for no male actresses, and report the corresponding frequencies.",Long Answer Question,"Temporary table created:
DROP TABLE IF EXISTS female_names;
CREATE TEMPORARY TABLE female_names AS
SELECT *
FROM eligible_names
WHERE gender = 'F';

SELECT first_name, name_count
FROM female_names
WHERE first_name NOT IN (
    SELECT first_name
    FROM male_names
  )
GROUP BY first_name, name_count;


",0.8,kgb8897,,"
DROP TABLE IF EXISTS male_names;&#160;
CREATE TEMPORARY TABLE male_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;M&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;



DROP TABLE IF EXISTS female_names;&#160;
CREATE TEMPORARY TABLE female_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;F&#39;&#160;
&#160; &#160; GROUP BY first_name",True,imdb,1.0,
7547,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 5: Advanced Queries,"301,301",1,"5,119,790","Find the eligible names that appear only for male actors but for no female actresses, and report the corresponding frequencies.",Long Answer Question,"Temporary MALE table created:
DROP TABLE IF EXISTS male_names;
CREATE TEMPORARY TABLE male_names AS
SELECT *
FROM eligible_names
WHERE gender = 'M';


SELECT first_name, name_count
FROM male_names
WHERE first_name NOT IN (
    SELECT first_name
    FROM female_names
  )
GROUP BY first_name, name_count;


",1.0,kgb8897,,"DROP TABLE IF EXISTS male_names;&#160;
CREATE TEMPORARY TABLE male_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;M&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;
DROP TABLE IF EXISTS female_names;&#160;
CREATE TEMPORARY TABLE female_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;F&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;

<code",True,imdb,1.0,
